,Unnamed: 0,Country Name,Region,Happiness Score,Year,Income Group,Lending Category,Other Groups,EG.ELC.ACCS.ZS,SE.PRM.TENR,NY.ADJ.NNTY.KD.ZG,NY.ADJ.NNTY.PC.KD.ZG,NY.ADJ.AEDU.GN.ZS,NY.ADJ.ICTR.GN.ZS,SP.POP.DPND,SP.DYN.CBRT.IN,SP.DYN.CDRT.IN,SE.XPD.PRIM.ZS,SE.XPD.SECO.ZS,GC.XPN.TOTL.GD.ZS,SH.XPD.EHEX.CH.ZS,NY.GDP.MKTP.CD,NY.GDP.MKTP.KD.ZG,NY.GDS.TOTL.ZS,SE.ADT.1524.LT.ZS,NV.IND.MANF.KD.ZG,SH.DYN.NMRT,SH.DYN.MORT,SP.POP.TOTL,SE.SEC.ENRL.TC.ZS,SE.PRM.ENRL.TC.ZS,EG.FEC.RNEW.ZS,AG.SRF.TOTL.K2,GC.TAX.TOTL.GD.ZS,NE.TRD.GNFS.ZS,SL.UEM.TOTL.NE.ZS,FP.WPI.TOTL
82,82,Chad,Sub-Saharan Africa,3.763,2016,Low income,IDA,HIPC,8.830898285,,-11.12882861,-13.85371116,1.766790839,,99.42601631,43.331,12.953,,,,,10090922857.0,-6.255527085,20.41269249,30.79161,-2.103180473,35.4,126.9,14452543,28.44071,56.88788,,1284000.0,,63.29692513,,
83,83,Chad,Sub-Saharan Africa,3.936000109,2017,Low income,IDA,HIPC,8.2654491425,,,,,,98.52473413,,,,,,,9871247732.0,-2.953771549,14.61717717,,,34.8,123.2,14899994,,,,1284000.0,,74.35348068,,
84,84,Chile,Sub-Saharan Africa,6.67,2015,Low income,IDA,HIPC,99.714844,91.63367,3.135341909,2.270883492,4.57,21.95881464,45.47048627,13.437,6.066,25.61475,29.365440000000003,21.64380452,0.00146849,243999000000.0,2.305257138,23.56085197,99.35394,0.334289777,5.3,7.9,17762681,19.44185,18.3778,24.88255427,756096.0156,17.43801408,58.95284382,,
85,85,Chile,Sub-Saharan Africa,6.705,2016,Low income,IDA,HIPC,100.0,92.94523,2.070350894,1.23216,4.57,20.78542163,45.55378286,13.281,6.115,28.08302,29.06897,22.20135192,,250036000000.0,1.265867603,23.10029295,,-2.359767475,5.2,7.7,17909754,,,,756700.0,17.41744114,55.51270319,6.738200188,
86,86,Chile,Sub-Saharan Africa,6.65199995,2017,Low income,IDA,HIPC,99.857422,,,,,,45.77945716,,,,,22.4150112,,277076000000.0,1.489906004,23.76386064,,1.62958251,5.0,7.4,18054726,,,,756700.0,17.46087268,55.69508073,6.958099842,
87,87,China,Latin America & Caribbean,5.14,2015,High income: OECD,IBRD,,100.0,,6.89918282,6.357366539,1.79,48.57642187,37.66849215,12.07,7.11,,,16.42522188,0.00793736,11064700000000.0,6.9002048170000005,47.42538075,,,5.5,10.8,1371220000,13.81544,16.29441,12.41335257,9562911.25,9.374282116,39.45306552,,
88,88,China,Latin America & Caribbean,5.245,2016,High income: OECD,IBRD,,100.0,,6.04962269,5.476938651,1.79,46.23855895,38.54914605,12.0,7.3,,,8.52763624,,11191000000000.0,6.7,46.21868006,,,5.1,10.0,1378665000,13.49871,16.54936,,9562910.0,9.157385536,37.03381668,,
89,89,China,Latin America & Caribbean,5.2729997630000005,2017,High income: OECD,IBRD,,100.0,,,,,,39.50542145,,,,,,,12237700000000.0,6.9,47.35318533,,,4.7,9.3,1386395000,13.309170000000002,16.59383,,9562910.0,,37.80339960000001,3.900000095,
90,90,Colombia,East Asia & Pacific,6.477,2015,Upper middle income,IBRD,,98.186898,93.16819,4.370075327,3.424841668,3.42476124,18.88678957,45.61503923,15.479,5.942,36.72368,35.40608,27.52610002,4.00888828,293482000000.0,2.955945907,16.713351199999998,98.53473,2.01168766,8.6,15.7,48228697,26.47999,24.23937,23.56475752,1141748.9840000002,14.99424413,38.36076412,8.298999786,
91,91,Colombia,East Asia & Pacific,6.481,2016,Upper middle income,IBRD,,99.00445557,93.58118,1.6442051359999998,0.756897913,3.42476124,19.50975647,45.39302936,15.198,6.009,35.98056,34.68962,29.91740607,,282856000000.0,1.962614267,16.41993015,98.66831,2.7808676310000005,8.3,15.2,48653419,26.18799,24.31808,,1141748.9840000002,13.19596544,35.91992842,8.691800117,
92,92,Colombia,East Asia & Pacific,6.356999874,2017,Upper middle income,IBRD,,98.595676785,93.68701,,,,,45.192274,,,36.40176,38.72857,,,314458000000.0,1.789192546,17.00186404,,-1.97109055,8.0,14.7,49065615,26.01138,23.60132,,1141748.9840000002,,34.25836415,8.87250042,
93,93,Comoros,Latin America & Caribbean,3.956,2015,Upper middle income,IBRD,,75.38071442,,9.203971772000001,6.670051483,4.31387796,,75.54701507,33.334,7.49,54.61209,27.69313,,10.07298782,988150249.5,1.099964632,-3.093096313,,,33.1,73.2,777424,,,45.33305239,1861.000061,,36.9437708,,
94,94,Comoros,Latin America & Caribbean,3.956,2016,Upper middle income,IBRD,,77.84421539,,8.230390212,5.757663553,4.31387796,,75.13526959,32.856,7.3889999999999985,,,,,1024261821.0,2.188197456,0.213808893,,,32.3,71.1,795601,,,,1861.000061,,36.88049751,,
95,95,Comoros,Latin America & Caribbean,3.956,2017,Upper middle income,IBRD,,76.612464905,84.18473,,,,,74.63074692,,,,,,,1068124330.0,2.707658829,0.620614524,,,31.7,69.0,813912,5.31356,18.90138,,1861.000061,,40.13621781,,
96,96,Costa Rica,Sub-Saharan Africa,7.226,2015,Low income,IDA,HIPC,99.409804,96.51653,5.814003477999999,4.707478017,7.0715088439999985,15.49926507,45.36932444,14.525,4.882,36.83827,33.680890000000005,29.42334494,0.01413609,54775994478.0,3.631731441,17.56440464,,-5.090966374,6.1,9.4,4807852,13.9521,12.6763,38.73341388,51100.0,13.65709299,62.5182964,,
97,97,Costa Rica,Sub-Saharan Africa,7.0870000000000015,2016,Low income,IDA,HIPC,100.0,96.79008,4.913022198999999,3.845548677,7.0715088439999985,15.87062489,45.20052206,14.289,4.941,34.0248,31.99655,27.94892173,,57157992434.0,4.2459898780000005,18.64090249,,4.514306576,6.0,9.2,4857274,12.73154,11.97865,,51100.0,13.91010125,63.92753520000001,,
98,98,Costa Rica,Sub-Saharan Africa,7.078999996,2017,Low income,IDA,HIPC,99.704902,,,,,,45.16926954,,,28.92008,31.69431,,,57285984448.0,3.280464528,18.45702703,,3.408443368,5.9,9.0,4905769,,,,51100.0,,66.26461525,,
99,99,Croatia,Latin America & Caribbean,5.759,2015,Upper middle income,IBRD,,100.0,98.34581,3.5465127410000004,4.403364492,4.525385527,24.57565539,50.85491909,8.9,12.9,,,,0.01213789,49490142433.0,2.400591883,22.37304177,,4.604797884,3.1,4.8,4203604,7.03333,13.702,33.12746664,56590.0,,93.90497452,16.17519951,
100,100,Croatia,Latin America & Caribbean,5.488,2016,Upper middle income,IBRD,,100.0,97.64825,-0.726770679,-0.031036248,4.525385527,23.26896758,51.53500731,9.0,12.3,,,,,51640880494.0,3.536129549,23.55001274,,5.9628643960000005,3.0,4.7,4174349,6.73221,13.50611,,56590.0,,94.69270929,13.10340023,
101,101,Croatia,Latin America & Caribbean,5.293000221000001,2017,Upper middle income,IBRD,,100.0,,,,,,52.46878062,,,,,,,55213087271.0,2.921363383,23.17502991,,1.853482818,2.9,4.6,4125700,,,,56590.0,,99.92492381,11.20810032,
102,102,Cyprus,Europe & Central Asia,5.689,2015,High income: nonOECD,IBRD,,100.0,97.82834,7.4435642889999984,7.44339567,6.195927866,12.70479294,42.30460443,10.984000000000002,6.8420000000000005,32.20746,41.3118,38.75178772,1.34005482,19680625485.0,1.96230401,14.39956678,,5.733029936,1.7,2.9,1160985,10.35338,11.91513,9.942066016,9250.0,24.09047212,128.8232516,14.90839958,
103,103,Cyprus,Europe & Central Asia,5.546,2016,High income: nonOECD,IBRD,,100.0,,-0.44450923,-1.045748102,6.195927866,11.6358092,42.84763814,10.834,6.893,,,36.07045895,,20453761062.0,4.812187624,16.0196212,,12.65966069,1.6,2.8,1170125,,,,9250.0,23.96891326,129.6708527,12.94979954,
104,104,Cyprus,Europe & Central Asia,5.620999812999999,2017,High income: nonOECD,IBRD,,100.0,,,,,,43.36200044,,,,,,,22054225828.0,4.231414524,16.71500369,,9.463264572,1.6,2.7,1179551,,,,9250.0,,133.57471189999998,11.05150032,
105,105,Czech Republic,Europe & Central Asia,6.505,2015,High income: nonOECD,,Euro area,100.0,,,,3.92681744,29.17360895,49.53330302,10.5,10.5,13.28089,29.80452,33.406712199999994,,186830000000.0,5.309238519,33.95451874,,5.204557868,1.6,3.1,10546059,,,14.82856195,78870.0,14.55582215,156.0998637,5.04640007,
106,106,Czech Republic,Europe & Central Asia,6.596,2016,High income: nonOECD,,Euro area,100.0,,,,3.92681744,28.68761472,50.95275396,10.7,10.2,,,32.94389136,,195305000000.0,2.59332602,33.82321023,,7.014066378,1.7,3.2,10566332,,,,78870.0,14.65863858,151.59876730000005,3.951400042,
107,107,Czech Republic,Europe & Central Asia,6.609000206,2017,High income: nonOECD,,Euro area,100.0,,,,,,52.4413257,,,,,,,215726000000.0,4.2890789410000005,33.55036574,,6.971576466,1.7,3.3,10591323,,,,78870.0,,151.696097,2.889800072,
108,108,Denmark,Europe & Central Asia,7.527,2015,High income: OECD,,,100.0,98.69377,1.822023913,1.105263516,7.831895677,27.91040882,55.98335953,10.2,9.2,,,40.6432711,,301298000000.0,1.606608994,27.26120167,,0.904029111,3.1,4.2,5683483,,,33.17027717,42920.0,33.94594664,104.0589352,6.1683001520000005,
109,109,Denmark,Europe & Central Asia,7.526,2016,High income: OECD,,,100.0,99.0209,0.463064423,-0.31789072,7.831895677,27.59938391,56.31150252,10.8,9.2,,,39.2313121,,306900000000.0,1.964077129,27.17145814,,5.3847022839999985,3.1,4.3,5728010,,,,42920.0,33.73910072,100.9741225,6.180699825,
110,110,Denmark,Europe & Central Asia,7.521999836,2017,High income: OECD,,,100.0,,,,,,56.64762421,,,,,,,324872000000.0,2.240138922,28.06351234,,1.831825022,3.1,4.3,5769603,,,,42920.0,,103.3619956,5.7427001,
111,111,Djibouti,Europe & Central Asia,4.369,2015,High income: OECD,,,52.02577591,55.59274,,,7.431942208,,56.51368251,23.35,8.365,,,,23.01421265,1633741923.0,9.683798116,14.49811024,,-7.320461326,33.9,65.7,927414,22.77297,33.022040000000004,15.38059522,23200.0,,107.5167473,,
112,112,Djibouti,Europe & Central Asia,4.369,2016,High income: OECD,,,51.78269196,52.42191,,,7.431942208,,55.59344031,23.002,8.35,,,,,1764268469.0,8.722260061,11.61938887,,11.34737942,33.1,63.7,942333,23.75349,31.09517,,23200.0,,84.64915168,,
113,113,Djibouti,Europe & Central Asia,4.369,2017,High income: OECD,,,51.904233935,59.07278,,,,,54.55833094,,,,,,,1844674435.0,4.090263628,10.34535714,,8.016614344,32.4,61.7,956985,22.727,30.42105,,23200.0,,108.4882288,,
114,114,Dominican Republic,Middle East & North Africa,4.885,2015,Lower middle income,IDA,,98.560364,88.74776999999997,10.52825756,9.241713956,2.519252247,22.46326501,57.75736991,20.513,6.081,,,15.72550524,7.30715349,68802092021.0,7.033371069,17.67223376,97.61406,4.116277636,21.2,31.6,10528394,22.09344,18.29098,16.48010921,48670.0,13.24999603,53.9379181,,
115,115,Dominican Republic,Middle East & North Africa,5.155,2016,Lower middle income,IDA,,100.0,87.76939,6.456692103,5.253075058,2.519252247,22.61389928,57.34584894,20.17,6.102,,,16.89445442,,72342967648.0,6.612208223,17.9470293,98.83941,4.238481209,20.7,30.8,10648791,,18.52102,,48670.0,13.50684437,53.83736482,,
116,116,Dominican Republic,Middle East & North Africa,5.230000018999999,2017,Lower middle income,IDA,,99.280182,,,,,,56.93447318,,,,,16.85969928,,75931656815.0,4.551815138,18.57302119,,3.297610311,20.1,29.9,10766998,,,,48670.0,13.71421056,52.92070145,5.831699848,
117,117,Ecuador,Latin America & Caribbean,5.975,2015,Upper middle income,IBRD,,98.825883,97.96475,0.404303793,-1.09610432,3.93,24.92642325,55.57780554,20.477,5.127000000000002,23.25516,12.11141,,0.39630956,99290381000.0,0.098872608,24.14266393,99.1262,-0.807951651,7.9,15.1,16144368,23.026770000000006,24.70055,13.81668594,256370.0,,45.24387715,3.615700006,
118,118,Ecuador,Latin America & Caribbean,5.976,2016,Upper middle income,IBRD,,99.93681335,98.19263,-3.580348325,-4.996772728,3.93,27.13474911,55.29682232,20.175,5.121,,,,,99937696000.0,-1.226383985,25.46727713,99.05711,-0.880360445,7.7,14.8,16385068,22.34845,25.10571,,256370.0,,38.52134034,4.597000122,
119,119,Ecuador,Latin America & Caribbean,6.007999897,2017,Upper middle income,IBRD,,99.381348175,97.90291,,,,,55.13811563,,,,,,,104296000000.0,2.368386526,25.52417372,,3.56933317,7.5,14.5,16624858,21.94529,25.09592,,256370.0,,42.42172139,3.836199999,
120,120,Egypt,Latin America & Caribbean,4.194,2015,Upper middle income,IBRD,,100.0,,8.702320665,6.42390204,4.411125599999999,9.734530738,61.81251913,27.202,5.962999999999999,,,30.23036949,0.25403176,332698000000.0,4.372019078,5.81038504,,3.056708795,12.5,23.7,93778172,,,5.709377265,1001450.0,12.5192111,34.84594296,13.05220032,
121,121,Egypt,Latin America & Caribbean,4.362,2016,Upper middle income,IBRD,,100.0,98.63899,4.566107043,2.478352394,4.411125599999999,9.459263571000001,62.76386514,26.494,5.909,,,,,332928000000.0,4.346643456,5.484609139,,0.75633021,12.1,22.9,95688681,14.79149,23.07766,,1001450.0,,30.24654905,12.40670013,
122,122,Egypt,Latin America & Caribbean,4.735000134,2017,Upper middle income,IBRD,,100.0,98.58554,,,,,62.94691885,,,,,,,235369000000.0,4.181221,1.783861671,93.9236,2.057804581,11.6,22.1,97553151,15.21374,23.77693,,1001450.0,,45.12680115,11.73729992,
123,123,El Salvador,Middle East & North Africa,6.13,2015,Lower middle income,IBRD,,95.4,87.0022,3.170201726,2.6588189630000003,3.469683748,10.78788789,56.83549223,18.69,6.691,40.6445,31.77691,23.03077139,2.10135279,23166030400.0,2.377629105,-2.491318495,97.94933,3.31118223,7.6,15.5,6312478,30.84663,29.69441,24.40076999,21040.0,16.94953528,76.11860856,3.999900103,111.345097
124,124,El Salvador,Middle East & North Africa,6.068,2016,Lower middle income,IBRD,,98.61889648,85.5346,1.298481373,0.78368053,3.469683748,12.22090981,55.96757601,18.538,6.725,47.18061,35.26749,23.47888249,,23912227500.0,2.58057747,-1.123410607,98.00859,1.306335396,7.3,15.0,6344722,29.31611,28.26087,,21040.0,17.557412399999997,71.96000456,4.418300152,108.445562
125,125,El Salvador,Middle East & North Africa,6.002999783,2017,Lower middle income,IBRD,,97.00944824000001,81.29945,,,,,55.4010795,,,,,25.01801033,,24805439600.0,2.322597255,-0.382780558,,3.447176532,7.1,14.5,6377853,27.82175,28.27102,,21040.0,17.87810771,72.54791808,4.385000229,
126,126,Estonia,Latin America & Caribbean,5.4289999999999985,2015,Lower middle income,IBRD,,100.0,93.56631,1.820439985,1.7537159830000002,5.109633073,27.46132529,53.73333707,10.6,11.6,23.86188,25.89992,36.5938183,0.20767306,22566956982.0,1.6742866230000002,27.81718611,,1.982275813,1.4,3.1,1315407,,,27.47683347,45340.0,21.97019919,153.21023280000003,6.186600208,
127,127,Estonia,Latin America & Caribbean,5.517,2016,Lower middle income,IBRD,,100.0,93.68565,2.973493867,2.943520355,5.109633073,26.65831779,54.67053797,10.7,11.7,,,37.23477416,,23337907619.0,2.063262785,26.51836784,,-0.198606774,1.3,2.9,1315790,8.78266,11.26704,,45340.0,22.43035043,154.1028497,6.761700153,
128,128,Estonia,Latin America & Caribbean,5.611000061,2017,Lower middle income,IBRD,,100.0,,,,,,55.81105298,,,,,,,25921079612.0,4.854136829,28.42082021,,3.944700047,1.2,2.7,1315480,,,,45340.0,,151.5808485,5.760399818,
129,129,Ethiopia,Europe & Central Asia,4.512,2015,High income: OECD,,Euro area,33.41859055,86.01903,9.279960122,6.537639444,2.88,29.66242992,82.12000394,32.299,6.997000000000001,27.45268,18.13888,,15.30130949,64464547915.0,10.39246302,19.74177603,,18.22264406,30.8,64.2,99873033,,,92.16346114,1104300.0,,39.65612414,,
130,130,Ethiopia,Europe & Central Asia,4.508,2016,High income: OECD,,Euro area,42.9,,8.325686231,5.64919122,2.88,28.30208604,80.52423589,31.779,6.825,,,,,73000980434.0,7.561766692000001,22.37599082,,18.39020128,29.8,61.2,102403196,,,,1104300.0,,35.50633663,,
131,131,Ethiopia,Europe & Central Asia,4.460000038,2017,High income: OECD,,Euro area,38.159295275,,,,,,78.82648829,,,,,,,80561496134.0,10.24581085,24.142006,,17.41080049,28.9,58.5,104957438,,,,1104300.0,,31.45064694,,
132,132,Finland,Sub-Saharan Africa,7.4060000000000015,2015,Low income,IDA,HIPC,100.0,99.19243,1.949719021,1.6144655140000002,6.655476815,20.03323117,57.86572661,10.1,9.6,20.24408,37.46822,40.58033244,0.00106115,232465000000.0,0.135082255,20.29875384,,-1.313785899,1.7,2.4,5479531,,,43.23526259,338446.0156,20.67899468,73.45995305,9.375900269,
133,133,Finland,Sub-Saharan Africa,7.4129999999999985,2016,Low income,IDA,HIPC,100.0,99.12349,2.517463575,2.223229492,6.655476815,20.41179139,59.12349938,9.6,9.8,,,39.91926701,,238678000000.0,2.135381815,20.85571411,,1.855174394,1.8,2.3,5495303,13.24117,13.32179,,338450.0,21.00077396,72.80753384,8.818400383,
134,134,Finland,Sub-Saharan Africa,7.468999863,2017,Low income,IDA,HIPC,100.0,,,,,,60.34644682,,,,,,,251885000000.0,2.634254746,22.36155725,,4.548176853999999,1.8,2.3,5511303,,,,338450.0,,76.71638586,8.640199661,
135,135,France,Europe & Central Asia,6.575,2015,High income: OECD,,Euro area,100.0,98.98406,2.361312041,1.935111472,4.945691772,20.46027532,59.24474362,12.0,8.9,20.71524,43.40305,48.40463567,0.0,2438210000000.0,1.067461647,22.14587488,,1.106481297,2.4,4.2,66593366,,,13.49926232,549086.9922,23.18170405,61.75169393,10.3593998,
136,136,France,Europe & Central Asia,6.478,2016,High income: OECD,,Euro area,100.0,99.10915,1.821345284,1.415639269,4.945691772,20.3070657,60.05242729,11.7,8.8,,,48.25403578,,2465130000000.0,1.187650381,21.86780928,,1.504183668,2.4,4.2,66859768,,,,549086.9922,23.14513176,61.12889533,10.05679989,
137,137,France,Europe & Central Asia,6.441999912000001,2017,High income: OECD,,Euro area,100.0,,,,,,60.77630265,,,,,,,2582500000000.0,1.819400181,22.35697876,,1.485538782,2.4,4.2,67118648,,,,549086.9922,,62.86603206,9.397199631,
138,138,Gabon,Europe & Central Asia,3.896,2015,High income: OECD,,Euro area,90.30747223,,8.145516991000001,5.094072875,3.06,,67.43712569,30.089,7.818,,,,0.82101428,14377324798.0,3.878899395,47.34519184,,-1.604686965,22.5,52.5,1930175,,,82.00784369,267670.0,,73.94978146,,
139,139,Gabon,Europe & Central Asia,4.121,2016,High income: OECD,,Euro area,91.39550018,,2.239912963,-0.32209339600000003,3.06,,67.62420349,29.512,7.616,,,,,14014369642.0,2.091442208,44.91957456,,4.957237924,22.0,50.1,1979786,,,,267670.0,,70.13338106,,
140,140,Gabon,Europe & Central Asia,4.465000153,2017,High income: OECD,,Euro area,90.851486205,,,,,,67.65142453,,,,,,,15013950984.0,0.495319116,47.29042085,,-4.094506711,21.5,48.3,2025137,,,,267670.0,,75.10353023,,
141,141,Georgia,Sub-Saharan Africa,4.297,2015,Upper middle income,IBRD,,99.99349976,99.61905,3.388265878,3.663626733,1.76,19.77261155,49.99084019,13.795,13.252,,,25.68999294,2.54069075,13993546748.0,2.880318815,13.97191024,,-1.159103017,7.9,12.1,3717100,7.24706,9.01662,28.66253881,69700.0,23.77410771,107.0081835,14.07999992,
142,142,Georgia,Sub-Saharan Africa,4.252,2016,Upper middle income,IBRD,,100.0,99.62592,1.68958564,1.6294353190000002,1.76,20.88756607,50.77984472,13.499,13.228,,,25.6896786,,14378016729.0,2.8489733760000004,17.00610379,,4.201247424,7.2,11.4,3719300,7.4439899999999986,8.82638,,69700.0,23.47094706,102.9296009,13.97000027,
143,143,Georgia,Sub-Saharan Africa,4.285999775,2017,Upper middle income,IBRD,,99.99674988000001,99.26132,,,,,51.62203107,,,,,24.7633752,,15081338092.0,4.833230527,20.42389127,,3.032156221,6.7,10.8,3717100,7.39342,9.01533,,69700.0,23.75720867,112.5142193,13.93000031,
144,144,Germany,Europe & Central Asia,6.75,2015,Lower middle income,IBRD,,100.0,99.81046,2.857778572,1.971179257,4.51119929,27.16876491,52.05962593,9.0,11.3,12.93305,41.85471,27.90915513,,3375610000000.0,1.743205394,27.14234554,,1.923933383,2.3,3.9,81686611,12.13371,12.22305,14.2062527,357408.9844,11.36815994,85.75578664,4.624199867,
145,145,Germany,Europe & Central Asia,6.994,2016,Lower middle income,IBRD,,100.0,99.78186,2.273763066,1.451513431,4.51119929,27.13333408,52.34397528,9.3,11.2,,,27.85750863,,3477800000000.0,1.943625428,27.16909718,,2.141047361,2.2,3.8,82348669,12.01502,12.14626,,357580.0,11.242060400000002,84.26726674,4.121799946,
146,146,Germany,Europe & Central Asia,6.951000214,2017,Lower middle income,IBRD,,100.0,,,,,,52.73743833,,,,,,,3677440000000.0,2.222824755,27.35532505,,2.968856532,2.2,3.7,82695000,,,,357580.0,,86.8977278,3.745500088,
147,147,Ghana,Europe & Central Asia,4.633,2015,High income: OECD,,Euro area,75.71527863,90.11357,6.506056567999999,4.111042888,5.911609482999999,17.51294308,72.95833472,31.557,8.314,,,,25.57237459,49181854798.0,2.178206744,20.51815783,,3.659581656,26.0,54.7,27582821,16.61254,31.25587,41.41279431,238540.0,,75.58639399,6.806200027,
148,148,Ghana,Europe & Central Asia,4.276,2016,High income: OECD,,Euro area,79.3,86.70103,3.96354209,1.6639637180000002,5.911609482999999,16.40658354,72.60818146,31.047,8.146,,,,,55009730600.0,3.447792991,24.18839155,,7.919073932000001,25.1,51.8,28206728,16.975620000000006,30.5794,,238540.0,,69.35767023,,
149,149,Ghana,Europe & Central Asia,4.119999886,2017,High income: OECD,,Euro area,77.507639315,85.14466999999998,,,,,72.13647493,,,,,,,58996776238.0,8.143446549,20.98153755,,9.516164546,24.2,49.3,28833629,15.63675,27.296440000000004,,238540.0,,73.6482046,,
150,150,Greece,Sub-Saharan Africa,4.857,2015,Lower middle income,IDA,HIPC,100.0,93.57662,0.456845637,1.120902181,3.1,9.982244504,52.65730389,8.5,11.2,,,52.02028771,1.58600261,195542000000.0,-0.290902297,9.870534357,,2.976395245,2.7,4.8,10820883,8.66634,9.64365,17.17004755,131960.0,24.93818041,63.39361648,24.89710045,
151,151,Greece,Sub-Saharan Africa,5.033,2016,Lower middle income,IDA,HIPC,100.0,92.90618,-1.617767493,-1.207730864,3.1,10.02243855,52.75886715,8.6,11.0,,,48.83487915,,192691000000.0,-0.244314741,9.887458945,,8.534927054,2.9,5.1,10775971,8.4038,9.27444,,131960.0,26.69701293,61.63986902,23.53910065,
152,152,Greece,Sub-Saharan Africa,5.227000237,2017,Lower middle income,IDA,HIPC,100.0,,,,,,52.93039267,,,,,,,200288000000.0,1.351328389,10.65127672,,3.536728974,3.0,5.3,10760421,,,,131960.0,,67.51626593,21.48760033,
153,153,Guatemala,Europe & Central Asia,6.122999999999998,2015,High income: OECD,,Euro area,90.50629425,87.80667,7.795077976,5.61383065,2.915633241,13.80870789,68.74504223,25.634,4.8610000000000015,49.91589000000001,12.88531,11.84591901,2.07415368,63767597194.0,4.140044358,4.639317942,,3.450436989,13.8,29.6,16252429,,20.40727,63.65099179,108890.0,10.21308967,51.30626369,2.506200075,
154,154,Guatemala,Europe & Central Asia,6.324,2016,High income: OECD,,Euro area,91.77922821,87.20165,4.473018027,2.393697096,2.915633241,14.60852772,67.3687673,25.273000000000003,4.833,55.46525,13.31038,11.8411966,,68663653469.0,3.092482558,4.966915908,,3.555281197,13.3,28.6,16582469,12.39713,21.74437,,108890.0,10.39394223,47.00487834,2.826400042,
155,155,Guatemala,Europe & Central Asia,6.453999996,2017,High income: OECD,,Euro area,91.14276122999999,,,,,,65.96128594,,,56.4745,13.14359,,,75620095538.0,2.760338484,3.999198055,,2.10787095,12.9,27.6,16913503,,,,108890.0,,45.65723067,,
156,156,Guinea,Latin America & Caribbean,3.656,2015,Lower middle income,IBRD,,30.96315193,,0.814651883,-1.570108593,2.976699382,,84.17949451,36.357,9.582,38.93171,21.85254,,24.89136783,8794202410.0,3.81494989,-5.285620508,,9.984623701,25.0,91.7,12091533,,,76.26839132,245860.0,,72.44272594,,
157,157,Guinea,Latin America & Caribbean,3.607,2016,Lower middle income,IBRD,,33.5,78.85643,0.496887408,-1.970887327,2.976699382,,83.68160593,35.911,9.261,40.52155,22.6965,,,8694360305.0,10.45410582,-0.304932027,,5.566540392,24.5,88.7,12395924,,47.14862,,245860.0,,110.971585,,
158,158,Guinea,Latin America & Caribbean,3.506999969,2017,Lower middle income,IBRD,,32.231575965,,,,,,83.12882287,,,40.52155,22.6965,,,10472514515.0,10.60432284,12.4713621,,2.726652998,24.1,85.7,12717176,,,,245860.0,,146.7665896,,
159,159,Haiti,Sub-Saharan Africa,4.518,2015,Low income,IDA,HIPC,38.22112656,,4.039865748,2.693649422,1.461652,30.07900649,62.26453711,24.546,8.655,,,,48.87558316,8724656126.0,1.211218343,1.862412781,,4.47761194,29.0,75.0,10711061,,,76.07221323,27750.0,,70.55168963,,
160,160,Haiti,Sub-Saharan Africa,4.0280000000000005,2016,Low income,IDA,HIPC,38.69016647,,0.526810697,-0.7360885629999999,1.461652,30.66426491,61.42067847,24.179,8.594,,,,,7970649131.0,1.452707027,-1.412475167,,1.507936508,28.7,73.4,10847334,,,,27750.0,,73.34189505,,
161,161,Haiti,Sub-Saharan Africa,3.602999926,2017,Low income,IDA,HIPC,38.455646515,,,,,,60.70026156,,,,,,,8408150518.0,1.173279505,-8.674224649,,1.09460516,28.3,71.7,10981229,,,,27750.0,,75.32700019,,
162,162,Honduras,Latin America & Caribbean,4.788,2015,Low income,IDA,HIPC,89.98170999999998,81.33746,10.23403104,8.368923228,6.33,20.84827152,59.75859073,22.04,4.806,,,21.97608747,7.0485681,20979767785.0,3.840079971,8.187092587,96.00751,3.945678516,10.8,19.6,8960829,16.09893,29.14566,51.53741358,112490.0,17.34447206,107.2644054,4.591599941,
163,163,Honduras,Latin America & Caribbean,4.871,2016,Low income,IDA,HIPC,87.57662964,83.06458,4.023583607,2.288066387,6.33,21.02205092,58.29282011,21.715,4.8039999999999985,,,,,21643936939.0,3.75214891,8.052111599,96.12654,2.912467499,10.4,18.9,9112867,14.498779999999998,28.37057,,112490.0,,100.4878811,4.668200016,
164,164,Honduras,Latin America & Caribbean,5.181000233,2017,Low income,IDA,HIPC,88.77916981999999,83.71143000000002,,,,,56.97612794,,,,,,,22978532897.0,4.78529791,8.480355072,,4.030913063,10.0,18.2,9265067,16.65963,25.59773,,112490.0,,102.415772,4.047999859,
165,165,Hungary,Latin America & Caribbean,4.8,2015,Lower middle income,IDA,HIPC,100.0,96.35485,3.232315048,3.478150523,4.467748266,25.46245766,46.92216595,9.4,13.4,16.396060000000002,38.09751,43.48575322,0.0,122879000000.0,3.367145175,30.69311921,,9.843218281,2.7,5.1,9843028,10.2914,10.97863,15.55936205,93030.0,23.42140615,171.56587019999995,6.813199997000001,
166,166,Hungary,Latin America & Caribbean,5.145,2016,Lower middle income,IDA,HIPC,100.0,96.86148,4.058216532,4.365756933,4.467748266,24.44965296,47.85539373,9.7,13.0,,,43.87813298,,125817000000.0,2.21318749,29.85832991,,0.080302686,2.6,4.8,9814023,10.01652,10.76744,,93030.0,23.35318823,168.992646,5.114900112,
